Majority protein IDs,Gene names,ME-180,ME180C13,59M,A2780,A2780CP70,Caov-3,COV318,DOV13,HEYA8,IGROV-1,IGROV1CP,IOSE397,IOSE7576,JHOS-2,JHOS-5,KURAMOCHI,OVCA433,OVCAR-3,OVCAR-5,OVISE,OVKATE,OVSAHO,PEO1,PEO4,SKOV3IP1,SNU119,TOV-112D,TOV112DR,TYK-nu,TYKNUCP
Q16222,UAP1,28.34109,28.66099,30.86622,29.51918,29.83524,29.50858,29.90196,30.93951,33.88822,27.69199,27.75755,31.73138,32.27459,31.4828,28.5823,28.48289,32.49938,27.65588,29.51465,27.54178,28.9904,28.6294,31.46407,29.89807,28.58889,29.6553,29.40759,29.84338,32.95913,33.03689
Q14166,TTLL12,31.1387,31.28323,30.38813,30.98583,30.86681,29.89807,29.62521,30.27019,30.12349,30.64719,30.42322,30.02089,30.3802,30.00196,29.49962,29.93227,30.06741,29.30441,30.82601,31.57249,29.10627,30.29022,31.00055,29.55377,30.88591,29.93298,30.97774,31.00424,30.58594,30.38402
Q16181,SEPT7,31.33245,31.25671,31.94175,31.61654,31.72915,32.47322,31.75239,32.18607,31.99291,31.23854,31.36119,31.91417,31.9482,31.75704,31.22141,31.85341,32.01045,30.76185,31.79254,31.33942,32.12133,31.11142,31.76093,31.36958,31.33979,31.98814,31.71326,31.74395,32.01764,31.33079
P62979;J3QTR3,RPS27A,32.99042,32.91695,33.73812,33.74745,33.88803,34.03001,33.83196,33.14081,33.87692,32.89676,33.02312,32.88811,33.6925,34.14216,33.69862,33.11869,33.80068,34.19857,34.09687,33.3581,33.79653,33.87225,33.38445,33.20029,33.04971,32.86962,33.52052,32.81715,32.85751,33.28596
Q9BZG1;A8MYQ9;C9JBG0;E7ES60;K7EIF2;H7C0Y7;C9JY26,RAB34,28.0503,28.09818,28.6812,29.71326,29.68055,29.26508,28.67118,29.07834,29.36434,29.06065,28.92688,28.70068,28.6126,28.57495,28.6803,28.57319,27.68392,29.22424,28.7026,30.26517,27.60067,28.6676,28.53716,28.68495,29.00322,28.04396,29.66292,29.59676,28.21558,28.5107
Q96IR7,HPDL,NaN,22.63287,27.27755,NaN,22.24545,29.15687,25.49701,22.57931,21.77374,24.32031,23.25451,NaN,22.11012,22.27622,28.48765,23.88688,22.46069,21.51335,29.43354,NaN,23.71534,21.86676,26.97082,29.14907,NaN,22.4709,22.31971,NaN,28.89035,30.90749
P15170,GSPT1,31.35893,30.86482,30.9428,31.43455,31.64907,30.51869,31.08929,30.97412,31.77337,30.95719,31.04837,31.00591,31.6628,30.63157,30.99233,31.081,29.96568,30.57633,31.45292,31.04153,30.82858,30.5896,30.85927,31.48783,31.17498,31.55513,31.30454,30.81803,31.49386,31.85419
Q7Z4G1;B0QZ40,COMMD6,25.76236,26.55273,25.96594,26.33739,25.69636,25.6032,26.80243,27.04062,26.69285,25.74193,25.71086,26.2615,27.37086,26.58463,26.00013,25.55391,26.47192,25.99458,26.38951,26.8629,25.41238,26.09754,25.91875,26.13208,27.34087,26.58205,27.56398,25.74324,26.76471,26.35092
P14927;B7Z2R2,UQCRB,29.9791,29.31801,28.93899,29.5965,29.35609,28.82675,28.46314,28.41526,28.28806,29.08017,28.80621,29.16361,28.7385,29.41877,28.7018,30.84752,28.52522,28.87021,30.20862,27.37343,28.60904,28.36064,28.87552,29.00614,28.26808,29.13065,29.58106,29.49597,29.23783,29.2649
Q9NS69,TOMM22,29.71985,29.19448,29.34752,30.93192,30.72208,30.25068,30.35846,29.32796,29.59001,29.69538,29.75516,29.96788,30.13455,29.20455,30.44342,29.8463,29.83302,28.78575,30.20676,30.16303,29.44573,29.40856,29.51281,29.41514,29.4573,30.26013,29.75191,30.11545,29.95269,29.78453
P82930;C9JJ19;A0A087WUZ8,MRPS34,27.81653,27.59049,27.37426,28.36353,28.19728,27.83744,27.2261,27.8381,28.01308,27.47977,27.57001,28.08775,28.02427,27.89394,27.79613,28.20252,28.19343,27.73796,28.4249,27.91416,26.46158,27.12179,27.93759,27.29798,27.09637,27.44569,28.2516,28.03721,27.95804,27.9566
Q03135;E9PCT5,CAV1,32.04182,31.87818,30.73667,22.592,25.17642,28.51077,27.80637,31.89074,31.33373,NaN,22.04534,30.62506,32.17397,32.76906,30.02406,30.23615,30.83266,26.0671,30.2589,28.51382,31.60466,25.6612,31.19812,29.98834,31.40933,22.67362,23.57115,22.26851,32.6557,31.91866
A0A087X0P6;A0A075B6S2,,NaN,21.84412,20.24365,NaN,NaN,23.63367,21.6658,NaN,23.42701,21.93382,NaN,22.65433,20.14137,23.61571,23.34096,NaN,23.98859,22.9647,NaN,NaN,NaN,23.27455,NaN,NaN,NaN,NaN,22.23296,NaN,NaN,NaN
A0A087X1V9;A0A075B6P5;P01617;P06309;P01614,,NaN,21.30313,NaN,19.00743,NaN,22.42296,22.75099,NaN,22.97968,19.19265,NaN,NaN,NaN,22.52243,21.87106,NaN,NaN,22.0911,NaN,21.05193,21.53084,22.45566,NaN,NaN,22.03372,NaN,22.12858,NaN,NaN,NaN
Q8NFQ8,TOR1AIP2,28.79061,27.64623,28.86526,29.11684,28.73208,29.44626,28.83464,28.51676,28.67283,28.57167,28.50571,28.67805,29.33569,28.87323,29.06147,28.78796,28.87537,29.05009,27.94246,29.30895,28.67209,28.41099,28.45732,28.98951,28.44047,28.64482,28.41909,28.57423,28.48911,27.96383
P46777,RPL5,32.63422,32.86023,33.16231,32.95763,32.83818,32.94402,32.72568,32.31657,33.30171,32.89629,32.88442,33.13547,32.80078,32.99946,33.20481,32.67232,32.77665,33.36828,33.01943,32.83053,32.645,32.71959,32.93845,32.76054,32.58735,32.48642,33.12946,32.79496,33.08578,32.90361
O00232,PSMD12,30.80116,31.05808,31.17629,31.03374,31.46524,30.34984,30.85542,31.12749,31.07922,30.99813,31.18068,31.53816,31.3771,31.04817,31.09251,30.14431,31.34202,31.30688,31.52645,31.31802,30.82122,30.78418,30.56202,30.57786,31.57533,30.88453,31.19519,31.26702,31.60973,31.90358
E7EQ69,NAA50,29.60851,28.94028,29.20825,29.63445,29.95961,29.64847,29.40882,29.25708,29.72917,28.97613,28.79433,30.12805,30.16423,28.97654,29.96416,28.92581,30.01185,30.2128,30.26595,29.14304,29.61043,29.31739,30.42522,29.63085,29.10225,29.87248,29.66502,29.89315,29.87489,30.27963
Q9HAV0,GNB4,30.36849,30.20128,31.10531,31.25856,30.72208,31.49176,31.6121,31.07565,31.42177,31.0414,31.25299,31.64293,32.02996,31.78784,31.39882,31.40055,31.99904,30.72224,30.84109,30.59983,31.66204,31.14133,31.3628,30.35658,31.5506,31.15864,30.71498,30.97056,31.94911,30.84169
P29084;E5RH41,GTF2E2,26.63298,27.07092,27.50786,27.96466,27.72897,27.28798,27.21354,27.05621,27.9997,27.15962,27.35599,27.19348,26.66858,27.06917,27.25296,26.84769,26.59164,28.2191,27.50975,27.54929,27.3652,26.86809,27.59228,27.14763,27.22186,26.94268,27.89406,28.68679,27.57391,28.51443
Q8WUW1,BRK1,25.17337,27.97711,26.29731,26.9281,27.30687,26.61498,27.12031,28.0591,27.48899,26.66574,27.06866,27.64623,27.83599,27.18952,28.31984,27.79092,27.67587,27.10949,27.67949,27.52148,27.49007,26.8225,26.80968,23.49399,28.16447,27.54267,27.18092,24.4272,26.4675,24.71513
P67809;A0A087X1S2;H0Y449,YBX1,32.66568,31.54848,31.71227,33.08595,32.69118,33.04668,32.16982,32.36022,32.95017,32.79428,32.4667,32.18139,32.95718,31.97746,32.50304,32.10052,32.36909,32.47095,31.58831,32.09933,32.16839,32.64095,32.51517,33.18111,32.44317,31.68345,31.85475,32.86707,32.45709,32.66446
Q9Y4P3;Q96E41;E9PF19,TBL2,28.51953,29.11696,28.36344,30.18754,29.72239,30.54204,30.44855,29.13766,28.63072,28.70626,28.74938,29.26228,29.49209,30.06715,29.32378,29.80868,29.21894,29.32871,29.76093,28.64489,30.06715,30.47392,30.39192,30.26002,28.58964,29.95283,29.23048,28.86623,29.12551,28.98468
P37108;H0YLA2,SRP14,30.91513,31.47653,30.60452,31.1286,31.23026,30.6986,31.17896,30.52711,30.70528,31.08911,31.25884,31.19002,30.91042,31.48803,30.29165,31.06259,30.69029,31.76311,30.33777,30.62261,31.81371,31.20973,30.2968,31.24502,31.57028,31.33042,31.66013,31.42417,30.94601,30.90059
P05141,SLC25A5,34.0771,33.6244,33.42204,33.91857,33.68311,34.72837,34.2135,33.09982,33.75573,33.39892,33.53508,33.44788,33.4035,34.86189,34.05286,33.22432,33.09283,34.11513,32.73532,33.49142,33.72933,34.47248,34.36071,33.70975,33.12037,33.87637,33.55979,33.7364,33.86166,33.75782
Q13287,NMI,28.9266,28.71584,27.92818,23.55719,27.01468,28.33428,27.51473,27.79148,28.35014,28.7422,28.97419,26.70886,27.91701,28.23667,27.74182,28.60551,27.73957,27.18867,29.24536,29.0693,27.92926,24.03658,28.95557,28.99013,28.05647,28.28264,23.84403,26.53928,28.73854,27.22066
P55039;A8MZF9;J3QKW7,DRG2,29.28762,28.96005,27.83418,28.48185,28.85863,27.29026,28.09874,28.96604,29.30863,28.5512,28.51983,29.23034,29.77946,27.67425,28.80067,27.59463,28.78219,28.05238,29.11795,28.87179,27.51187,28.20238,28.31025,28.54591,28.57618,27.70193,29.12539,28.98764,28.22371,28.75337
O95865;Q5SSV3;Q5SRR8;H0Y7N1,DDAH2,27.47305,27.0531,28.15923,28.193,28.74814,29.90297,29.55397,28.563,26.98153,29.76664,29.47098,28.97252,28.45352,28.50658,27.44758,30.36202,28.61905,29.25869,27.75691,28.94891,28.43774,30.35132,28.49301,28.43655,29.58443,29.78116,29.36609,29.03255,29.55083,28.97768
Q9NSP4;B1AHQ6,CENPM,25.05267,24.71879,24.8189,24.29348,25.11172,25.0496,24.33258,24.61003,25.05169,24.76911,26.15196,25.64458,25.35367,23.83441,23.63012,23.28602,NaN,NaN,24.45751,23.50446,22.91883,24.07953,25.32485,24.83326,24.28687,24.55532,24.51851,25.20981,24.0167,23.66133
Q96K17;E9PL10,BTF3L4,29.46824,29.44975,30.69279,29.51424,30.09874,29.5099,30.05814,30.21997,29.8998,30.03446,30.01345,29.60063,29.06538,29.11833,30.30291,30.86075,29.94461,29.80102,28.44142,30.63322,29.24679,29.56525,27.98163,29.38936,30.25124,30.78246,29.88619,30.13038,29.82432,29.86788
P02786;G3V0E5,TFRC,32.799,32.62423,31.60748,33.24785,32.81033,31.15442,33.5607,31.01565,31.68913,32.35938,32.3953,32.26978,31.96795,32.00735,32.45302,33.3271,30.83726,31.99301,32.63372,32.18252,32.91401,32.94337,33.21876,31.63495,31.45037,34.07423,31.45528,32.66102,31.60479,33.35718
P62829;J3KT29;C9JD32;J3KTJ3,RPL23,31.87284,32.04775,32.08683,32.2624,32.1464,32.39336,32.19217,32.18742,32.86765,32.40141,32.16944,32.26383,32.99693,32.28416,32.35371,32.04303,32.61768,32.55495,32.96759,32.72049,31.56484,31.97572,32.99942,31.6995,32.2603,32.14446,32.12177,31.77219,32.30046,32.50107
P19388;A0A087WVZ9;A0A087WWX0,POLR2E,28.57834,27.56362,28.66885,29.20387,29.05693,28.70774,29.20168,28.38422,29.17093,28.84038,28.98003,28.99037,28.42258,28.64537,28.85908,27.9577,27.91849,29.38688,29.09194,29.00854,28.36252,28.42045,29.51467,29.39917,28.26311,28.48001,29.26566,28.84137,29.01025,29.68253
P16083;Q5TD07,NQO2,28.33471,27.56005,28.73007,27.92388,30.81734,25.65573,NaN,26.85151,24.56674,28.99922,28.53497,24.20225,28.13075,25.49729,25.57233,26.44585,25.46058,25.24467,24.44793,31.67438,25.29544,25.89994,25.63666,23.98581,30.3952,22.60663,24.59514,26.05117,26.08788,26.96829
Q13257,MAD2L1,29.26298,28.65717,28.8705,29.70073,29.56164,27.48485,28.09919,29.37352,29.73177,29.38624,29.48779,29.45944,29.66966,28.13296,28.53252,28.26024,27.72702,28.95959,28.26042,28.4313,28.27222,28.27875,28.91926,28.4043,29.02425,28.40198,29.39423,28.91986,28.90475,29.39813
Q86SX6,GLRX5,27.04989,27.08982,27.5773,29.14824,28.12982,28.54388,29.06077,28.55549,28.02892,27.40235,27.86597,28.44857,28.06245,28.71496,27.62066,27.58334,28.55289,27.71253,29.7054,28.9474,27.48945,27.5235,28.84059,27.50922,28.82442,27.63637,28.34338,28.12509,27.74317,28.45576
Q99615;K7ESP1;K7EIH8,DNAJC7,30.58101,30.11558,30.11855,30.7597,30.95691,30.25541,29.68243,30.84573,31.42442,31.21188,31.97712,30.74359,30.96485,30.32475,30.88169,29.49012,29.93888,30.10325,30.01345,30.9722,29.01688,29.98563,31.32109,30.49743,31.19319,30.46139,31.13693,31.11737,30.79219,30.26539
Q9UHD1,CHORDC1,30.17772,30.15376,30.98583,30.83688,31.17099,31.71485,30.99523,31.0575,32.44436,31.26176,31.66195,31.14315,31.56729,32.51112,31.68265,29.79882,30.81123,30.65412,31.67363,31.35752,31.48472,30.52636,32.26173,31.94646,31.49329,31.03564,31.20466,31.52808,31.67333,31.97723
Q8IVF2,AHNAK2,33.31298,32.40545,30.43926,25.05776,25.15526,32.23615,26.95405,33.56195,30.58038,30.65215,29.96815,27.30869,30.82077,31.73675,28.67307,28.66645,28.23261,29.5446,31.05194,31.6154,33.28196,28.13565,33.06391,32.25909,34.59301,26.98891,24.05059,26.13436,31.07782,31.27919
P13861,PRKAR2A,30.10187,30.00048,29.94768,30.18494,30.32303,29.74852,29.79143,29.78865,29.85085,30.19554,29.97364,30.02062,29.53232,30.17855,29.11262,28.39958,29.50629,30.26662,29.53707,29.75117,29.01898,30.10525,29.31157,28.71774,29.45527,29.97678,29.82419,30.28394,30.25744,29.64588
P33241;E7EMG9,LSP1,NaN,NaN,21.7854,NaN,NaN,NaN,22.84107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.6437,NaN,23.03978,NaN,22.55167,NaN,NaN,22.64511,NaN,NaN,NaN,20.38568,23.07213,21.51811,NaN,21.89611
CON__P19012;P19012;A8MT21,KRT15,33.77882,32.33913,18.2837,18.68569,16.99899,16.39321,19.26261,17.05992,19.54161,18.2713,17.38457,17.83003,18.47884,18.87753,18.37937,17.60946,19.99314,23.74745,18.90012,NaN,20.94306,17.81127,30.77957,23.16375,16.24626,17.7615,18.7547,18.17983,17.78307,18.90117
Q14691,GINS1,26.16044,26.40098,25.78339,25.28358,26.22792,24.62455,25.13112,26.62881,25.44364,25.7682,26.36843,26.42515,26.90587,25.14437,27.30226,24.09475,25.45598,23.64384,25.32512,25.52958,25.70725,24.21556,27.22426,26.03681,25.75743,25.99289,26.80119,27.12337,27.82408,27.92909
Q96BN8,FAM105B,28.3758,28.73134,26.84637,25.72723,27.2178,26.28757,27.05175,26.98587,26.85674,26.79005,26.56059,26.99873,26.91582,26.25158,26.73376,27.11525,27.34528,26.92286,24.31659,26.58391,27.11247,27.42446,28.01691,25.16029,27.46653,27.24826,25.89853,26.68592,27.81011,26.88029
P61964,WDR5,29.50008,29.26027,28.69783,29.73572,29.20965,29.39646,28.30756,29.04398,29.52174,28.80307,29.1547,29.4145,29.32197,29.12026,28.96215,28.86485,29.19791,29.37418,29.88454,29.22373,28.85828,28.14618,29.69344,28.60495,29.64588,28.79755,29.07941,28.96667,28.77722,29.12527
Q9NUQ6;B8ZZZ7,SPATS2L,29.97487,29.9776,29.93775,27.32466,23.80931,29.07987,29.15516,30.39816,30.73715,29.95768,29.75179,30.10674,30.38936,28.46494,30.12436,30.53167,30.44085,29.56062,31.26456,30.38103,31.47276,28.29815,28.98076,28.3463,30.06561,28.48312,24.02513,25.43511,29.28143,29.29026
Q9UBU9;E9PIN3,NXF1,28.93876,28.95249,29.13624,29.69191,29.68241,29.82416,29.07115,28.88116,29.1377,28.89657,28.83906,29.56511,28.93907,29.18407,29.27233,29.00523,29.18549,29.4691,29.53144,28.5861,28.83228,28.86838,29.85863,29.7605,29.51407,29.34752,29.11262,29.38047,29.61975,30.09031
Q96CX2,KCTD12,27.84918,27.66641,21.4267,22.93741,21.52455,24.56697,27.27622,28.19465,26.79538,NaN,22.17466,26.32146,25.27355,26.87079,27.95471,28.75755,25.46454,24.60953,27.23325,NaN,25.74781,27.92801,25.73859,28.3307,25.42095,26.91114,26.11611,22.33852,29.59026,29.30763
P32455,GBP1,25.78554,25.42941,27.94927,23.90463,26.04849,28.12045,29.8939,28.36486,27.56056,23.39008,22.0558,29.15042,30.46762,26.01744,28.10699,33.30144,29.92352,30.34424,28.15625,28.16619,29.8638,28.58212,28.11887,28.16639,26.12175,24.45864,22.52867,23.03169,23.85899,23.07267
P02452,COL1A1,18.57115,18.38798,23.92841,18.01911,17.35819,19.68558,16.59193,19.33854,19.34124,18.78264,18.94658,31.72444,33.7014,20.92542,18.73833,17.54132,17.91252,18.86662,17.70516,21.92358,18.81694,18.37611,20.57838,25.54707,21.00409,15.63032,18.19316,17.30563,16.45263,19.96391
Q99459,CDC5L,30.93649,30.64461,30.45042,31.25603,30.82722,31.61118,30.50503,30.38782,31.10005,30.10375,30.27275,31.01025,30.80885,30.86208,30.81391,29.82021,29.76703,30.2589,30.84715,30.90727,29.84967,30.61105,30.36317,30.88925,30.57118,30.61474,31.00048,30.92966,30.48903,31.18039
P30042;H7C2G3,C21orf33,30.12189,30.28538,28.96604,30.03249,30.76659,29.73334,30.88751,29.33935,28.51916,29.58481,29.49802,29.85674,28.80286,30.24456,29.78377,30.93986,30.13712,31.07176,31.21466,30.52701,30.46684,30.40345,28.74265,29.71561,30.41569,30.31452,30.15352,30.79908,29.51985,29.15415
P25705;K7EK77,ATP5A1,34.15421,34.42805,33.45709,35.07344,34.38978,34.58043,34.47061,34.07774,33.47665,34.24934,34.35803,34.00093,33.94227,34.6232,34.40901,33.91554,34.15028,34.19623,33.91126,34.43998,34.64801,35.10126,33.56104,33.515,34.49506,34.40977,34.53901,34.54449,34.10181,34.34083
P09972;A8MVZ9,ALDOC,32.37381,33.23164,27.34299,30.92132,32.10146,30.62104,29.58801,29.165,28.85872,30.69353,30.59076,29.39245,29.58624,30.038,30.07661,31.6847,29.52399,30.18813,31.3663,30.47257,30.26819,30.54398,29.91997,26.85745,31.43639,28.70263,28.25029,29.28617,29.22405,30.49238
Q6IBS0;D6RG15,TWF2,29.74986,30.35815,31.15352,29.20233,30.43639,29.91997,29.51271,30.94657,31.07565,31.0296,31.06805,31.08258,30.36578,29.54353,29.69965,30.68888,30.57145,30.57254,30.51813,30.7605,29.85666,29.69152,30.31051,29.82937,30.22043,30.65121,30.32195,30.24762,30.76991,31.37607
Q9P0S9,TMEM14C,26.25452,27.90202,29.49257,24.99289,25.90376,25.16619,25.01082,27.63658,27.71463,27.04291,26.76875,27.88885,27.06897,26.55791,25.7753,29.16157,27.42294,26.35553,24.68592,27.51886,26.38425,25.74894,25.84482,26.17588,26.86585,27.45795,25.75047,26.10229,26.05606,27.19732
O95793;Q5JW30;A0A087X1A5,STAU1,31.04733,30.45924,30.45101,30.34223,30.74823,30.05466,30.96492,29.81103,30.97562,30.28218,30.46577,30.94761,30.87899,29.98577,30.57308,31.00276,30.44382,30.89634,30.91819,30.24558,30.25271,30.87964,30.82008,31.14989,31.43594,30.19601,29.57624,29.76303,30.95304,31.02075
Q9Y3Z3,SAMHD1,28.11173,28.69657,29.28756,28.69385,29.49798,28.61733,28.33253,30.10712,28.86676,28.3803,28.57261,30.23375,29.5497,28.48397,28.32963,31.04544,30.23387,27.79712,29.19053,27.88896,28.07582,31.09767,29.08256,29.99766,29.72364,28.48489,29.36963,29.13775,30.82077,30.39018
O43678,NDUFA2,27.7611,26.59591,27.16145,27.94201,27.73525,29.28449,27.71424,28.53249,27.49137,27.54355,27.49358,27.73551,27.98701,26.74561,27.29894,27.36152,28.17331,27.48961,29.11267,27.92914,27.11882,27.68305,28.12962,28.03528,28.31588,27.05414,27.10019,26.94748,26.61779,28.25431
P46013;A0A087WV66,MKI67,31.95647,31.47223,30.85259,31.60271,31.95633,33.63472,30.58594,31.81951,32.89699,32.46215,32.25164,32.16946,32.05885,30.70207,32.09355,29.73526,29.53609,31.0983,31.6186,31.59246,30.08702,32.01175,32.36612,31.0555,31.26774,31.84741,30.68896,31.19748,31.12176,32.09097
H0YIV9;O43716,GATC,26.26044,26.37739,26.10422,26.9438,26.36222,27.2469,26.64306,25.7196,26.91741,26.32294,26.76167,26.06015,25.91262,25.95054,26.05285,26.98794,26.94949,25.8674,26.16532,27.03779,25.54657,26.16703,26.52221,25.29411,27.00485,27.01404,26.39131,26.69949,25.40724,26.51892
P02679;C9JEU5;C9JC84,FGG,15.91656,15.49163,15.56587,16.43106,16.7288,17.01567,16.71331,NaN,16.32272,17.05801,17.286,17.68576,NaN,18.05394,16.01953,17.46808,14.64841,17.54796,16.20365,15.0405,17.07326,16.69954,17.75885,19.37212,14.74457,17.55554,16.02946,NaN,16.24018,NaN
Q13561;F8W1I6;H0YI98;F8VW18,DCTN2,30.81375,30.74959,30.68737,30.23501,30.355,30.88736,30.77101,31.36364,31.05827,30.95172,30.84812,31.35416,31.39238,31.11179,31.00437,30.523,30.60841,31.21616,31.02999,31.18719,30.6268,31.23951,30.49914,30.56647,31.43723,30.85994,31.17075,31.2095,30.98325,31.0363
P21964;E7EMS6;E7EUU8,COMT,30.03407,31.09339,29.56511,28.6276,28.83741,30.28151,29.27815,30.30943,29.57708,29.59224,29.31704,30.02947,29.59411,29.57786,31.02347,30.28063,31.3191,30.52599,32.29099,31.06111,30.16471,29.95033,28.66173,29.26767,29.63886,31.39387,29.72045,29.86183,28.59046,29.51893
Q9Y3I0,C22orf28,31.87434,31.24156,31.26702,31.37405,31.97671,31.99432,31.67093,30.93733,31.69071,31.89591,32.10756,32.08461,31.8549,31.5761,31.4649,31.50105,31.59446,32.19293,31.91431,31.77419,30.95525,31.76742,31.75135,31.08601,32.33055,31.32222,31.69362,31.93919,31.24553,31.69204
O15392;H3BLT4,BIRC5,25.0071,24.14024,25.00774,25.37796,24.45757,25.8565,24.32766,24.197,25.01742,24.2839,25.24474,25.73337,24.74319,23.78875,24.01555,NaN,NaN,24.21215,24.72557,23.65163,23.54337,24.84518,25.72754,25.32169,24.75583,24.70683,24.9919,25.99934,25.3679,26.85484
P08243;F8WEJ5,ASNS,30.76707,29.616,28.68405,30.15786,30.03813,29.98563,30.23261,29.67484,29.37472,30.79792,31.32222,27.28039,29.99402,29.62146,32.17721,27.59733,30.41296,31.59402,31.10337,30.32956,29.65003,31.60567,31.72899,30.29121,27.70458,32.20798,31.63175,29.97309,32.1762,30.21847
P13928;Q5T2P8;A0A087WTN9;A0A075B765,ANXA8;ANXA8L1,32.4776,32.71637,18.86559,18.88169,18.32454,28.38385,29.08854,16.7706,18.85925,19.32749,18.63485,27.72468,17.30777,18.21836,17.95152,19.73515,21.6172,19.19357,25.54244,17.98865,23.74622,19.08825,18.4576,NaN,28.23622,18.11294,19.56644,18.92271,19.38612,NaN
Q9UBT2,UBA2,31.23706,30.4716,30.85192,30.21766,31.27902,30.63513,31.42407,30.3801,30.61333,30.01372,29.66508,30.71735,31.08119,30.70446,31.63006,31.50484,30.64194,31.11036,31.33559,31.62484,30.36286,31.15672,30.43659,30.61903,30.73699,31.29033,31.15158,30.95401,30.33437,31.04596
Q9BW30,TPPP3,22.57078,NaN,20.347,NaN,NaN,23.95387,NaN,NaN,NaN,21.89993,NaN,17.79499,24.22295,NaN,21.53479,26.98185,NaN,NaN,24.68914,NaN,19.54932,23.21888,NaN,23.07969,20.09995,18.72523,17.84018,24.84403,NaN,19.60989
Q9NS25,SPANXB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.08811,NaN,NaN,NaN,NaN,NaN
Q96FQ6,S100A16,31.61272,30.55883,30.44105,25.15124,24.73485,32.00541,NaN,30.18293,31.48798,30.63521,29.89258,29.18575,30.69826,30.988,28.68425,31.54079,30.83372,28.91562,30.31786,28.87391,31.81787,28.532,31.64976,31.01219,31.37508,30.66008,24.94704,24.44695,30.56065,29.9556
P39023;G5E9G0;H7C422;B5MCW2;H7C3M2,RPL3,33.20897,33.38882,33.29159,33.35954,33.53078,32.97338,33.30905,33.14235,34.15451,33.76545,33.74033,33.5535,33.53994,33.31325,33.47678,33.22317,32.81272,33.66755,33.36293,33.37425,33.06974,33.26738,33.29912,33.32415,32.8391,32.98072,33.47955,33.42929,33.71108,33.77794
P01111,NRAS,28.58721,29.19707,29.00166,28.41623,28.14763,29.24817,28.64296,28.88052,28.75478,28.80686,28.3479,29.38474,28.96552,28.7785,28.47185,31.08822,29.07847,28.15083,29.1883,29.07933,28.96821,28.25201,29.74879,28.92042,28.88154,29.94573,29.38227,30.55206,29.1677,29.20632
P05413;S4R371;S4R3A2,FABP3,19.86066,20.76129,25.05354,20.55187,20.30617,24.19312,19.99341,19.78212,22.22192,32.91933,32.21648,21.40237,24.01009,20.49948,29.03118,31.61614,NaN,21.32328,20.24933,20.84812,25.54557,30.71514,NaN,22.99762,32.05116,19.26282,NaN,24.13845,20.28985,19.62137
P41091,EIF2S3,31.51808,31.44189,32.48989,32.20831,32.229,32.6999,32.23078,32.15879,32.0232,32.10933,32.22803,32.6664,32.63972,31.62897,32.43681,32.01418,32.31124,32.75752,32.68913,32.93375,31.6366,32.8546,33.09374,32.43651,31.90096,31.99554,31.72692,32.37459,32.18074,32.16084
