protein,type,meas,coef,wald,fdr
ITGB8,2.0,6.0,2.06833061393,0.00247915510225,0.009207377583351075
ASF1B,2.0,20.0,1.20214851778,0.00249529912534,0.0092593803595071161
RCN1,2.0,10.0,1.66747681654,0.00253274742139,0.0093902805340043815
OXLD1,2.0,14.0,1.40110961884,0.00253740523446,0.0093994882849698091
SIN3A,2.0,6.0,2.07840958547,0.00254796484406,0.0094305239904638651
ITGB4,2.0,18.0,1.25544459238,0.00256652115367,0.0094910786546857761
MAP2K1,2.0,5.0,2.34319216732,0.00259305167465,0.0095809934953017661
CTSA,2.0,19.0,1.21114783002,0.00261737720033,0.0096395001322499979
DSG2,2.0,13.0,1.46492851938,0.00261442762799,0.0096395001322499979
UBE4A,2.0,5.0,2.31281138345,0.0026131442454,0.0096395001322499979
PEX11B,2.0,28.0,1.03738991153,0.00261780549509,0.0096395001322499979
METTL13,2.0,20.0,1.19951543452,0.00263586008069,0.009697721811772142
DDA1,2.0,19.0,1.21609863763,0.00265613149396,0.0097639935785657599
MIF4GD,2.0,15.0,1.3594277646,0.0026680245115,0.0097910610893192675
SRI,2.0,9.0,1.7302685655,0.00266796688241,0.0097910610893192675
WDSUB1,2.0,9.0,1.72977514425,0.00267110610876,0.0097940557321356796
MARS2,2.0,8.0,1.8398405683,0.00268272760169,0.0098117017107422818
PSME4,2.0,9.0,1.70986087822,0.00268181340175,0.0098117017107422818
COMMD9,2.0,7.0,1.95795064963,0.00268162576615,0.0098117017107422818
SOGA1,2.0,9.0,1.7327019697,0.00270410014047,0.0098815087973365932
PABPC1,2.0,63.0,0.727436801683,0.00273798838502,0.0099968950916017509
PACS1,2.0,8.0,1.79042033549,0.00275752014132,0.010059712718076425
TPR,2.0,22.0,1.12826136844,0.00276325638943,0.010072139436341311
NCDN,2.0,17.0,1.29957306091,0.00279207009191,0.010149140124844211
SH2D4A,-2.0,19.0,-1.2347921973,0.00278815798884,0.010149140124844211
TACC1,2.0,15.0,1.35490064719,0.00279313501006,0.010149140124844211
ACSF2,2.0,14.0,1.41542798115,0.00279377209081,0.010149140124844211
SDCBP,2.0,32.0,0.964592086796,0.00279962901594,0.010153352546911073
PANK4,2.0,8.0,1.83520908197,0.00279744747664,0.010153352546911073
TMLHE,2.0,12.0,1.52128192376,0.00282353895353,0.010231482729336749
ALYREF,2.0,15.0,1.34240211949,0.00283418317552,0.010261452150570931
TCF25,-2.0,8.0,-1.76430324398,0.00284894675168,0.010306273479086896
CTSH,2.0,7.0,1.91106413752,0.00285765610372,0.010329136568870802
DOCK1,-2.0,5.0,-2.31414465507,0.00286572922941,0.010349663708223626
ARL8A,2.0,20.0,1.18625508893,0.00287694966121,0.010381513677298181
APLP2,2.0,11.0,1.59109430477,0.00289410988849,0.010434726478696326
CRABP2,2.0,22.0,1.12012461334,0.00291897125711,0.010515593953732185
KIAA1671,2.0,5.0,2.27369289427,0.00293372360908,0.010559939352240151
INSR,2.0,8.0,1.80594307323,0.00294613112481,0.01059577774753186
INPP5K,2.0,5.0,2.29020800843,0.00295330791793,0.010612759874641943
KHDRBS3,2.0,81.0,0.701261502479,0.00297020154717,0.010664602399007728
NIPSNAP1,2.0,5.0,2.252367103,0.00298290600018,0.010692456582746559
BAG2,2.0,5.0,2.23980529328,0.00298131200201,0.010692456582746559
IRF2BP2,2.0,29.0,0.988786277673,0.00298624971896,0.010695573765584354
PLOD2,2.0,26.0,1.06869945117,0.00299181864512,0.010706649008969817
GNAS,2.0,25.0,1.04161274513,0.0030038187453,0.010740701766689951
ZNF787,2.0,10.0,1.58922072933,0.00302121195919,0.010793966363302139
GLO1,2.0,11.0,1.5192403448,0.00304392602363,0.010866137242066178
DIP2A,2.0,7.0,1.86748080592,0.00305650160714,0.010902026771991299
OXA1L,2.0,6.0,2.06806135671,0.00309148504883,0.011017716295222163
MCUR1,2.0,20.0,1.17554779539,0.00309503069676,0.011021266640929554
TNPO1,-2.0,10.0,-1.63609778583,0.00310249051692,0.011038737863904973
RARS2,2.0,8.0,1.7902609272,0.00313517465181,0.011145855279429746
GMDS,2.0,23.0,1.11631187788,0.00314470313388,0.011159106007716224
PRKRIR,2.0,22.0,1.13460415518,0.00314917935377,0.011159106007716224
STK38L,2.0,21.0,1.11720268347,0.00314922723327,0.011159106007716224
HNRNPA3,2.0,16.0,1.31533945931,0.00314785066439,0.011159106007716224
KDSR,2.0,5.0,2.24206902751,0.00317862046162,0.01125403460735654
SNAP23,-2.0,6.0,-2.06177088588,0.00318552058299,0.011269235253891534
PPP1R11,2.0,16.0,1.30200162117,0.0031917653753,0.011282094617667051
SDF2L1,2.0,9.0,1.67403435973,0.00320225287394,0.01130991762584161
TSR2,2.0,5.0,2.27991775458,0.00324124950186,0.011438303344132152
DNM1L,2.0,17.0,1.26742304611,0.00325066613898,0.011462177584672554
CCDC104,2.0,7.0,1.84948155425,0.00326258942384,0.011494844400388737
UBA2,2.0,19.0,1.19717854334,0.00326571245639,0.011496477971466306
PVRL2,2.0,9.0,1.72654944665,0.00328268022442,0.011546807656771161
TRIM25,2.0,8.0,1.81663158236,0.00332487622275,0.011685723504839561
ZKSCAN1,2.0,10.0,1.60289151197,0.00333371159508,0.011697755864880088
CASP4,-2.0,5.0,-2.17045531684,0.00333210979716,0.011697755864880088
CMSS1,2.0,6.0,2.05499953816,0.00337044438885,0.011817056847539125
PDS5B,2.0,5.0,2.2491195783,0.00338332748154,0.011852613211262108
LAMB3,2.0,14.0,1.37358662014,0.00340681282069,0.011925224148856025
USF2,2.0,17.0,1.23604934873,0.00343108858339,0.012000482156969961
FAM3C,2.0,19.0,1.19963814789,0.00343508303685,0.012004740475575043
HSP90AB1,2.0,9.0,1.65950400167,0.00345358866444,0.01205966380967698
C1orf122,2.0,16.0,1.30354920448,0.00346407136736,0.012086505666760968
BRAP,2.0,8.0,1.78764584865,0.00347362262441,0.012097960807033648
EPS8L2,-2.0,6.0,-2.05609265198,0.00347575001673,0.012097960807033648
NEO1,2.0,7.0,1.87588075279,0.00347201540744,0.012097960807033648
TCEB1,2.0,28.0,0.981345182394,0.00354005864167,0.012311885364401374
GMDS,-2.0,10.0,-1.60539960688,0.00356796434517,0.012398962913335466
APIP,2.0,11.0,1.52434130009,0.0035735199014,0.01240829440463195
YWHAG,2.0,9.0,1.67026258527,0.00358055064588,0.012422729086795021
SUPT16H,2.0,8.0,1.79827151687,0.00358679041885,0.01243439854106106
GGT7,2.0,13.0,1.38874613768,0.00359041584797,0.012436993358002208
ATP6V1A,2.0,11.0,1.53834492514,0.00359331955959,0.012437086033698077
ZNF687,2.0,34.0,0.919389795615,0.00362793017368,0.012546833712655373
TPMT,2.0,29.0,0.987327772083,0.00363157578053,0.012549402157663331
SIRT2,2.0,16.0,1.27473856473,0.00366379600065,0.012650631078908384
CMC4,2.0,12.0,1.44891120606,0.00367871162427,0.012691995492211025
PDHB,2.0,7.0,1.93298759287,0.00370886215562,0.012785814273310773
XRN1,2.0,19.0,1.18047886568,0.00372095420084,0.012817278892612461
MCAT,-2.0,8.0,-1.79118792134,0.00381048704172,0.013115235255844864
ARPC5L,2.0,5.0,2.24279608232,0.00381991680075,0.013137231765820767
ACSL5,2.0,6.0,2.02008068851,0.00385342593914,0.013241939852865573
HGS,2.0,16.0,1.25515384173,0.00386641444348,0.013265483840607951
WDR13,2.0,10.0,1.5729987419,0.00386550344024,0.013265483840607951
FAM50A,2.0,15.0,1.30551892717,0.00387984584447,0.013301009980699016
SRPRB,2.0,13.0,1.4236026412,0.00388586418561,0.013311086271305532
LPCAT1,2.0,30.0,0.954833344005,0.00389343693527,0.013316014944444458
RABIF,2.0,17.0,1.23793906491,0.00389346354147,0.013316014944444458
SBNO1,2.0,8.0,1.73260921385,0.00390116774341,0.013331816723128191
RAB3D,2.0,18.0,1.19773442766,0.00390826531691,0.013345522089267424
DLST,2.0,5.0,2.20165089927,0.00394007842064,0.013443535132159169
CDH1,-2.0,6.0,-2.03367101667,0.00394938326043,0.013464656021178013
GATAD2A,2.0,17.0,1.2468438914,0.00397383840196,0.013537354934351898
PLEKHA6,2.0,16.0,1.27331821099,0.0039884616677,0.013576472275172028
KIDINS220,2.0,7.0,1.84160370186,0.00401364039038,0.013651429903722045
KNOP1,2.0,7.0,1.8564981783,0.00403002151172,0.013696370279213584
HSD17B8,2.0,10.0,1.58331768522,0.00406044264327,0.01378891873279342
POLR1C,2.0,11.0,1.50774758652,0.00410117254409,0.013916302125676036
KIAA1524,2.0,6.0,2.00566220359,0.00413516416954,0.014020638984263138
EMG1,2.0,24.0,1.05056481376,0.00414613781597,0.014046828979963098
NFS1,2.0,18.0,1.15133856864,0.00415133175719,0.014053412048802259
ASAP2,2.0,8.0,1.77926484109,0.00416823266781,0.014099585150963349
FAM118B,2.0,5.0,2.19585942258,0.00417419524129,0.014108714642777584
HSPA13,-2.0,8.0,-1.73054612613,0.0041855056706,0.014135891417187203
CAPS,2.0,6.0,1.95037921571,0.00419036695871,0.014141261797410751
CUX1,2.0,13.0,1.3587204532,0.00420152694076,0.014167863467156698
PCYT2,2.0,15.0,1.28527458705,0.00421364099745,0.014197638372539165
RNF214,2.0,6.0,1.99932013075,0.00421894613941,0.014204442492729263
MECR,2.0,5.0,2.19010847905,0.00422999450366,0.014230557384677215
DNAJC9,2.0,8.0,1.75542072891,0.00425519505042,0.014304205445542747
TMEM11,-2.0,5.0,-2.19420501824,0.00427691516424,0.014366048372182312
NAALADL2,2.0,50.0,0.793133614958,0.00428991657031,0.01438736177926246
TRAM1,2.0,28.0,0.970351919406,0.00428807571911,0.01438736177926246
FARS2,2.0,19.0,1.16126038805,0.0043053126649,0.014423085108607419
RBM3,2.0,9.0,1.63836692014,0.00430724100745,0.014423085108607419
SF3B4,2.0,31.0,0.936758090896,0.00432667147145,0.014476935581313808
ACAT1,2.0,7.0,1.87516543113,0.00433439052928,0.0144915469900148
MAN1A2,2.0,11.0,1.49677352626,0.00435930375032,0.014563578139589367
ECHS1,2.0,8.0,1.76674752724,0.0044303811467,0.014789604399386411
SPINT1,-2.0,7.0,-1.83070848398,0.00444821666761,0.014837685689875495
GUK1,2.0,22.0,1.06764486801,0.00455657361578,0.015187407664615205
ABHD12,2.0,8.0,1.73286495484,0.00456543459359,0.015205218604089995
CHMP7,-2.0,25.0,-1.03172776498,0.00456924242889,0.015206185542810531
LYRM5,2.0,14.0,1.33094785998,0.00460774041161,0.01532250907645687
DBN1,2.0,5.0,2.18552469632,0.00462385317502,0.015364271541586172
DPYSL2,-2.0,27.0,-0.976029619606,0.00464006626476,0.015406302966626241
SUPT6H,2.0,11.0,1.42584226695,0.00468454939961,0.015542062206075676
PYGB,2.0,8.0,1.75187381344,0.00472662893237,0.01566964484250824
PSAP,2.0,8.0,1.72180399806,0.00473727368479,0.01569289972364998
COBLL1,2.0,10.0,1.55754938624,0.00475062601599,0.015712177967210146
NCK1,2.0,17.0,1.20211096513,0.0047539969422,0.015712177967210146
TRMU,-2.0,7.0,-1.82394311759,0.0047492656775,0.015712177967210146
ZC3H15,2.0,11.0,1.49906756285,0.00476633770186,0.015740930393539392
PPM1G,2.0,6.0,1.9445933028,0.00480651183683,0.01586148906152933
USP24,2.0,12.0,1.42170154893,0.00483219322719,0.015934074234294285
SORL1,2.0,9.0,1.63602496104,0.0048494599544,0.015966652995341505
AGPAT6,2.0,16.0,1.24395349713,0.00484675966129,0.015966652995341505
ROCK2,2.0,8.0,1.75018841087,0.00486336668306,0.01600025431573646
TRIM33,2.0,5.0,2.13497474423,0.00488342125569,0.016054015276314976
MORF4L1,2.0,8.0,1.72403936494,0.00488836400648,0.01605805288753907
PLGRKT,2.0,14.0,1.3181912212,0.00490758047273,0.01610893726927046
NARS,-2.0,8.0,-1.7085300738,0.00491610145828,0.01612466358433913
SHROOM3,2.0,7.0,1.90070323295,0.00492769219791,0.016150427120232139
DDX52,2.0,7.0,1.86552739767,0.00493750308934,0.016170322617597307
RAB9A,2.0,5.0,2.15816296032,0.00503895662241,0.016490090445630299
CREG1,2.0,13.0,1.34016988949,0.00506022577617,0.01654716795037409
RNASE2,2.0,6.0,2.01527762528,0.00508110170798,0.016590334353175706
PCID2,2.0,9.0,1.62107700913,0.00507826465586,0.016590334353175706
NME3,2.0,5.0,2.18461022888,0.00508702301931,0.016597132462252188
WDR37,2.0,21.0,1.08585058,0.00510598796406,0.016646444923550691
DCTN6,-2.0,14.0,-1.31743865869,0.00523857155775,0.017065821284230582
NCEH1,2.0,54.0,0.777777570607,0.00527057580923,0.017157153029590071
EIF3G,2.0,17.0,1.20259126121,0.00528833235399,0.017202002081503309
SLC25A4,-2.0,9.0,-1.62093402407,0.00531550950931,0.017277404217112245
RSBN1L,2.0,7.0,1.79957572044,0.00533198637194,0.017317939208026691
PIGX,2.0,29.0,1.01006918458,0.00533615545355,0.017318468487769446
RDX,2.0,6.0,1.96819841505,0.00541758674755,0.017556699167497043
GPC1,2.0,7.0,1.78458642819,0.00541768139936,0.017556699167497043
ADD1,2.0,12.0,1.42751847258,0.00542649674597,0.017558941192228405
DSTN,2.0,7.0,1.79148504393,0.00542586213858,0.017558941192228405
PWP1,2.0,6.0,1.96753846125,0.00544134211153,0.017571628813262723
SCARB2,2.0,6.0,2.00130332458,0.00544357148538,0.017571628813262723
ICAM1,2.0,19.0,1.14502401052,0.0054365148064,0.017571628813262723
GALNT7,-2.0,7.0,-1.8089125569,0.0054466765232,0.017571628813262723
RAP2B,2.0,27.0,0.96888488288,0.00546531761487,0.017618618977676796
DHCR24,2.0,11.0,1.45990181945,0.00548007761573,0.017653036909672581
SGSH,2.0,13.0,1.32930562628,0.00549162150134,0.017677051191593445
LRPPRC,2.0,9.0,1.60830388701,0.00552852722008,0.017782606527100762
UAP1L1,2.0,5.0,2.09257286088,0.00554309917408,0.01781622136025169
RBPMS,-2.0,12.0,-1.39356854986,0.00557133127999,0.017856290475879787
MTPAP,2.0,5.0,2.13368436953,0.00557208786768,0.017856290475879787
SPTBN2,2.0,12.0,1.41207092205,0.00557037826026,0.017856290475879787
BCAP31,2.0,14.0,1.30908932522,0.00556213586031,0.017856290475879787
IFI16,2.0,21.0,1.06624507278,0.00557888143801,0.01786481811594914
FOCAD,-2.0,6.0,-1.95653830275,0.00558787523329,0.017880373525912076
RBM45,2.0,14.0,1.26989902732,0.00561105711732,0.01794127212881989
MICAL3,2.0,5.0,2.10782299756,0.00561927805209,0.017954278654229029
ABHD16A,2.0,13.0,1.33925264929,0.00567022353455,0.018103675287943381
BCR,2.0,5.0,2.10276425289,0.00568217133976,0.018128432990246631
ETHE1,2.0,8.0,1.68404370994,0.00572400517853,0.018248432438642201
LPP,2.0,44.0,0.811053704691,0.00575747841279,0.018314627798739172
TPM4,2.0,23.0,1.03239936841,0.0057554358161,0.018314627798739172
ERMP1,2.0,14.0,1.28937423751,0.00575333248037,0.018314627798739172
YEATS4,2.0,13.0,1.31031554609,0.0057705471235,0.018342702363885546
PSMD9,2.0,7.0,1.81382859488,0.00579960491264,0.018421522437422854
FAM168A,2.0,16.0,1.23177168149,0.00580784361364,0.018434146800127543
TMEM97,2.0,9.0,1.58577036099,0.00581259732658,0.018435699371105427
SPC24,2.0,15.0,1.25880374506,0.0058190674743,0.018442689656461536
SNX27,2.0,37.0,0.834172858506,0.00582356923979,0.018443435768210323
SRSF9,2.0,6.0,1.94496686348,0.00583205963475,0.018456803661062095
C21orf33,2.0,9.0,1.57608228863,0.00586438633554,0.018518438369998703
TMED5,2.0,7.0,1.81981443655,0.00585891247489,0.018518438369998703
MSH6,2.0,10.0,1.51654806988,0.00586060077801,0.018518438369998703
PGGT1B,2.0,5.0,2.13179738431,0.00588723765502,0.018577028016521686
PTPN11,2.0,7.0,1.82600619304,0.00593916581254,0.01872721648986635
ELF3,2.0,21.0,1.05932122953,0.00595387154004,0.01875990281895205
MTMR1,2.0,9.0,1.57597046324,0.00598049156117,0.018830054638699655
PITPNM1,2.0,14.0,1.30383207616,0.00600497899767,0.018893394619310371
ECSIT,2.0,14.0,1.3102042231,0.00601859493599,0.018922462478739709
FLNB,2.0,6.0,1.97358689821,0.00602604094169,0.018932103917830775
GAK,2.0,14.0,1.30467949086,0.00605856313264,0.019006653427003885
ESYT1,2.0,8.0,1.66905072294,0.00605732312985,0.019006653427003885
YARS2,2.0,17.0,1.16336373789,0.00613134997817,0.019221048553761843
SUSD2,2.0,5.0,2.07018647994,0.00613621485563,0.019222360015149681
CUL1,-2.0,6.0,-1.92369946613,0.00615878707832,0.019279099594188703
ECI1,2.0,5.0,2.10115047881,0.00618131350687,0.019335613813451648
TRIM24,2.0,24.0,0.997831931831,0.00620761754869,0.019403854420084334
SNTB1,2.0,82.0,0.644556272942,0.00622541607771,0.019445428976831859
TSNAX,2.0,27.0,0.931085767477,0.00626365964488,0.019544682961849517
RANBP3,2.0,6.0,1.86613432007,0.00626623423204,0.019544682961849517
ATP13A1,2.0,15.0,1.25550297756,0.00627341076304,0.019552959429432134
RIC8A,-2.0,6.0,-1.87214293261,0.00632314777235,0.019693780850048272
ZNF24,2.0,10.0,1.44572549412,0.00639480451266,0.01990262052429775
PRKAB2,2.0,23.0,0.995508207403,0.00640303318381,0.019913893851531746
OSGEPL1,2.0,13.0,1.33035649115,0.00642149380995,0.019956950208781504
EFR3A,2.0,93.0,0.624189060933,0.0064406778326,0.019973493737694768
LLPH,2.0,6.0,1.8990355387,0.00643930811213,0.019973493737694768
PCIF1,2.0,16.0,1.18541483271,0.00643973380273,0.019973493737694768
ZYG11B,2.0,11.0,1.43755638071,0.00644678198855,0.019978092140851781
NAA25,2.0,9.0,1.54808680067,0.00650621548525,0.020147829185350703
CNN2,-2.0,12.0,1.36425024806,0.00653831406243,0.020232735642007081
DBR1,2.0,18.0,1.14513970361,0.00654927438067,0.020252155327353853
RFX3,2.0,7.0,1.72942381258,0.00656323972692,0.020280832980313274
EFTUD1,2.0,8.0,1.63044794566,0.00659914136243,0.020377205792692914
TRIO,2.0,23.0,0.997916023687,0.00666815413033,0.020570195745509046
PLOD1,2.0,7.0,1.79981626616,0.00667115763017,0.020570195745509046
CCNY,2.0,8.0,1.66876605029,0.00670438363735,0.020657911948871479
PTPN12,2.0,8.0,1.66661516504,0.00673358448017,0.020718352816915527
SIPA1L3,2.0,18.0,1.14928803755,0.00673018812975,0.020718352816915527
AMACR,2.0,10.0,1.49283426447,0.0067420042899,0.020729505366471189
LRCH4,2.0,13.0,1.31406228077,0.00676905522767,0.020783114878703903
SRP14,-2.0,7.0,-1.70502471453,0.00676601330748,0.020783114878703903
SCO2,-2.0,22.0,-1.05194693385,0.00683644804627,0.020945403900804585
RPL26L1,2.0,7.0,1.78630803223,0.00683456300494,0.020945403900804585
NSDHL,2.0,11.0,1.41851888783,0.00683108029941,0.020945403900804585
CWC15,2.0,12.0,1.38883812837,0.00685304109051,0.020981371554018614
RAB5B,2.0,6.0,1.90279327425,0.00696769089765,0.021304442002182667
CHMP2A,2.0,5.0,2.06720139048,0.00696842030791,0.021304442002182667
C5orf51,2.0,10.0,1.46335356749,0.00698682858973,0.021345625437030877
RTN4,2.0,9.0,1.57398475156,0.00700466288026,0.02138499832724863
DYRK1A,2.0,5.0,2.06883891125,0.00704933086677,0.021506180195516023
THYN1,-2.0,5.0,-2.03873192097,0.00707594870747,0.021572162385321336
CHD2,2.0,14.0,1.26434863957,0.00711507310852,0.02167615295850497
PLXNB2,-2.0,29.0,-0.915455370257,0.00715324200304,0.021777088154328411
USP25,-2.0,6.0,-1.81541066827,0.0071687280397,0.021808874958208258
WBSCR16,2.0,9.0,1.53885301173,0.0071800486578,0.021827953830979512
AFAP1,2.0,6.0,1.91299918822,0.00720807817904,0.021897766667603548
TBL2,2.0,6.0,1.89319042647,0.00721700093894,0.021909476867308569
MAN2B1,2.0,21.0,1.05744307351,0.00724538035821,0.021980195991960248
RAB23,2.0,5.0,2.011301565,0.00726158028952,0.022013893121749905
IFRD1,2.0,12.0,1.36474988957,0.00733681447239,0.022226383296526268
ELP3,-2.0,21.0,-1.04294235273,0.00735213518012,0.022257199148206251
ATM,2.0,7.0,1.75524703646,0.0074114135087,0.022420952133051598
AASDHPPT,2.0,9.0,1.56381619287,0.00747261097538,0.022590277794816295
PDCD10,2.0,48.0,0.759358694219,0.00754361309045,0.022788986296319133
RUFY3,2.0,6.0,1.88262726618,0.00755017815931,0.022792891189041448
CHAMP1,-2.0,7.0,-1.69904365938,0.00755762684363,0.02279945627706358
LRRC57,-2.0,5.0,-2.03560244745,0.00764310704163,0.023041249470678152
FZD6,2.0,48.0,0.717312432773,0.00770572211334,0.023213823481497493
BZW1,2.0,5.0,2.08878443719,0.00774165978311,0.023305846269080756
TFG,2.0,6.0,1.85453238319,0.00776415130594,0.023341047354375428
ST6GAL1,2.0,43.0,0.795539112751,0.00776011298302,0.023341047354375428
GORAB,2.0,16.0,1.18044313139,0.00781668282619,0.023482640623772203
POLR2I,2.0,16.0,1.1825152729,0.00782734136896,0.023498331068069471
FARP1,2.0,8.0,1.64003908064,0.00783574924689,0.023507247740679429
PARD3,2.0,11.0,1.3608670489,0.00787988004231,0.02362324647913195
GNL3L,2.0,7.0,1.7344411058,0.00789805934954,0.023661337885017616
USP7,2.0,5.0,2.0662470438,0.00792361326759,0.023721454401521236
MVP,2.0,5.0,2.02779256167,0.00803918924814,0.02405080631123184
LAMTOR4,2.0,10.0,1.47780926056,0.00806359935188,0.024086856518096039
DNAJC13,2.0,15.0,1.21496992309,0.00806572879283,0.024086856518096039
PHF8,2.0,6.0,1.85015085986,0.00806795471622,0.024086856518096039
PSMB8,2.0,13.0,1.27088742825,0.00809398599474,0.024147896104388087
PRKAR1A,2.0,19.0,1.08211116608,0.00810192048286,0.024154898101666055
RCOR3,2.0,14.0,1.25858345877,0.00812419526113,0.024204614826911493
OSCP1,2.0,14.0,1.26186743498,0.00814641023032,0.024254085003920588
ITGA2,-2.0,5.0,-2.03167005501,0.00818333310013,0.024347246381186377
MAPK1,2.0,8.0,1.62421730032,0.00822532155748,0.024438532709942125
PDDC1,-2.0,6.0,-1.82879007138,0.00822223748572,0.024438532709942125
COA6,2.0,30.0,0.874697281807,0.00834766808174,0.024785006261910294
PRC1,2.0,13.0,1.26461845042,0.00836933618237,0.024832285735328492
VPS4B,-2.0,9.0,-1.49438207885,0.00837981441531,0.024846322165557912
CRTC2,2.0,25.0,0.939198760178,0.00838614598745,0.02484805284699226
REPIN1,2.0,20.0,1.0677510855,0.0083981001026,0.024866429276383537
ATG4B,2.0,7.0,1.71958620105,0.00844326128614,0.024983038015055942
STXBP3,2.0,6.0,1.8506520586,0.00846675283821,0.025025684010191101
FAHD1,2.0,5.0,2.06044301747,0.0084692518406,0.025025684010191101
SETDB1,2.0,38.0,0.792251879113,0.00851181302978,0.025134267573590292
CD9,2.0,27.0,0.920876303055,0.00854098608464,0.02520319648048706
PODXL,2.0,24.0,0.96420294899,0.00856157269605,0.025246711299479755
KCTD14,2.0,26.0,0.932697256241,0.00858305764622,0.02527558460803116
SERPINB1,2.0,21.0,1.04265158992,0.00858289284042,0.02527558460803116
PLOD3,2.0,12.0,1.33419560878,0.00860286331579,0.025316663113796958
GSTA1,2.0,5.0,1.95091372303,0.00868102315646,0.025494608087887231
