gene,set
C7orf59,FOS
C8orf51,FOS
C8orf75,FOS
C9orf30,FOS
CABC1,FOS
CALR,FOS
CAMTA1,FOS
CAPN2,FOS
CARD8,FOS
CAV1,FOS
CBX5,FOS
CCDC123,FOS
CCDC94,FOS
CCHCR1,FOS
CCNL2,FOS
CCT3,FOS
CD109,FOS
CD59,FOS
CD93,FOS
CDC45,FOS
CDCA3,FOS
CDK2AP2,FOS
CDK4,FOS
CDR2,FOS
CENPA,FOS
CGGBP1,FOS
CHAF1A,FOS
CHD6,FOS
CKS1B,FOS
CLCN7,FOS
CNOT1,FOS
CNOT3,FOS
COPZ1,FOS
CREB3L2,FOS
CSRNP1,FOS
CTGF,FOS
CTTNBP2NL,FOS
DCAF11,FOS
DCAF15,FOS
DCUN1D4,FOS
DDA1,FOS
DDAH1,FOS
DDX39,FOS
DGCR8,FOS
DKK1,FOS
DNAJB5,FOS
DOLPP1,FOS
DOT1L,FOS
DUSP1,FOS
DUSP5,FOS
DVL2,FOS
EIF4A1,FOS
EIF5,FOS
ELK3,FOS
ELP4,FOS
EMP1,FOS
ENC1,FOS
ENO1,FOS
ENSA,FOS
EPM2AIP1,FOS
ERCC2,FOS
ERI3,FOS
ESM1,FOS
ETV5,FOS
EVI5L,FOS
EXOC4,FOS
FAM117A,FOS
FAM126A,FOS
FAM129B,FOS
FAM196B,FOS
FAM21A,FOS
FAM54A,FOS
FAM83D,FOS
FANCF,FOS
FANK1,FOS
FBXO18,FOS
FBXO24,FOS
FBXO5,FOS
FDFT1,FOS
FHL2,FOS
FKBP1A,FOS
FLAD1,FOS
FLJ31306,FOS
FLJ35776,FOS
FLOT1,FOS
FOSL2,FOS
FRYL,FOS
G3BP1,FOS
GADD45A,FOS
GATAD2A,FOS
GATAD2B,FOS
GBA,FOS
GBAP1,FOS
GET4,FOS
GLO1,FOS
GLRX5,FOS
GNAZ,FOS
GOLPH3L,FOS
GOLT1B,FOS
GOT1,FOS
GPR108,FOS
GSG1,FOS
H2AFJ,FOS
H2AFV,FOS
H3F3B,FOS
HBP1,FOS
HCFC1R1,FOS
HDGFRP2,FOS
HEXA,FOS
HGS,FOS
HIST1H2AD,FOS
HIST1H2AG,FOS
HIST1H2AH,FOS
HIST1H2AK,FOS
HIST1H2BF,FOS
HIST1H2BJ,FOS
HIST1H2BK,FOS
HIST1H2BN,FOS
HIST1H3D,FOS
HIST3H2A,FOS
HIST3H2BB,FOS
HLTF,FOS
HMGA1,FOS
HMGCS1,FOS
HNRNPA1,FOS
HNRNPC,FOS
HNRNPL,FOS
HNRNPUL1,FOS
HNRPA1L-2,FOS
HOMEZ,FOS
HSP90B1,FOS
HSPA5,FOS
IARS,FOS
IER3,FOS
IFI16,FOS
IFT27,FOS
IL1RL1,FOS
ILF2,FOS
IMMP1L,FOS
INCENP,FOS
ING1,FOS
IQCD,FOS
IRF2BP2,FOS
ISOC2,FOS
ITGA5,FOS
ITGB5,FOS
ITGBL1,FOS
ITPRIP,FOS
KAT5,FOS
KCTD9,FOS
KDM4B,FOS
KHSRP,FOS
KIAA0101,FOS
KIAA0195,FOS
KIAA0415,FOS
KIAA1826,FOS
KIF1B,FOS
KLHDC10,FOS
LAMB1,FOS
LAMP1,FOS
LDLR,FOS
LENG1,FOS
LIMS1,FOS
LIN37,FOS
LMNA,FOS
LOC100131496,FOS
LOC100131801,FOS
LOC148413,FOS
LOC399959,FOS
LOC400891,FOS
LOC646999,FOS
LOC729082,FOS
LOC729467,FOS
LOXL2,FOS
LPIN1,FOS
LRCH4,FOS
LRRC48,FOS
LTBP2,FOS
MAF1,FOS
MAFK,FOS
MALAT1,FOS
MAP2K3,FOS
MARCH4,FOS
MGC23284,FOS
MLH1,FOS
MLL,FOS
MPG,FOS
MPND,FOS
MPP4,FOS
MPV17L2,FOS
MPZL1,FOS
MSH5,FOS
MT2A,FOS
MTMR12,FOS
MTR,FOS
MVD,FOS
MYEOV,FOS
MYST4,FOS
NAIF1,FOS
NCDN,FOS
NFATC2IP,FOS
NGDN,FOS
NIPAL3,FOS
NLE1,FOS
NPHP4,FOS
NUBP2,FOS
OCIAD2,FOS
ORMDL2,FOS
OSBP,FOS
OSGEP,FOS
P4HB,FOS
PAIP2B,FOS
PARP4,FOS
PCNT,FOS
PDCD1LG2,FOS
PDE4DIP,FOS
PDE6D,FOS
PDXP,FOS
PGD,FOS
PGP,FOS
PGS1,FOS
PHTF2,FOS
PKIA,FOS
PKM2,FOS
PLEC,FOS
PMF1,FOS
PNKD,FOS
PNPO,FOS
PPIA,FOS
PPP1R15A,FOS
PRR11,FOS
PSAP,FOS
PSMA5,FOS
PTBP1,FOS
PTGER4,FOS
PTPRB,FOS
PTTG1IP,FOS
PWWP2A,FOS
PXMP4,FOS
PXT1,FOS
RAB11B,FOS
RAB3A,FOS
RAB40C,FOS
RAB4B,FOS
RAB5B,FOS
RAD9A,FOS
RASA2,FOS
RASSF7,FOS
RBM15,FOS
RBM27,FOS
RBM4,FOS
RECQL,FOS
RHPN1,FOS
RNASEK,FOS
RND1,FOS
RNF5,FOS
RNF5P1,FOS
ROBO4,FOS
ROCK1P1,FOS
RTN4,FOS
RUVBL1,FOS
S100A10,FOS
S100A2,FOS
S100A6,FOS
SARNP,FOS
SC4MOL,FOS
SDCBP2,FOS
SDF2L1,FOS
SEC22B,FOS
SERPINE1,FOS
SFPQ,FOS
SGK1,FOS
SH2B3,FOS
SH3TC2,FOS
SHARPIN,FOS
SHKBP1,FOS
SIN3A,FOS
SKA2,FOS
SLC25A25,FOS
SLC25A42,FOS
SLC25A45,FOS
SLC26A2,FOS
SLC46A3,FOS
SMAD3,FOS
SNHG10,FOS
SNORD114-24,FOS
SNORD114-25,FOS
SNORD114-26,FOS
SNORD114-27,FOS
SNORD114-28,FOS
SNX12,FOS
SNX32,FOS
SORBS2,FOS
SP1,FOS
SP2,FOS
SPATA12,FOS
SPC25,FOS
SPRED2,FOS
SPRYD3,FOS
SPSB3,FOS
SPTLC2,FOS
STIP1,FOS
SUV420H2,FOS
SYNPO,FOS
TARS2,FOS
TCF19,FOS
TCTEX1D4,FOS
TDRKH,FOS
TFPI,FOS
TGFBR2,FOS
THOC6,FOS
TJP2,FOS
TM2D2,FOS
TM4SF1,FOS
TM4SF18,FOS
TMEM156,FOS
TMEM160,FOS
TMEM161A,FOS
TMEM188,FOS
TMEM194A,FOS
TMEM212,FOS
TMEM45A,FOS
TMEM53,FOS
TMEM55B,FOS
TMEM57,FOS
TMEM60,FOS
TNFRSF10B,FOS
TNFRSF12A,FOS
TNFRSF1A,FOS
TNPO1,FOS
TNRC6B,FOS
TOM1L2,FOS
TOMM40,FOS
TPCN1,FOS
TPP1,FOS
TRAFD1,FOS
TRIB1,FOS
TTBK2,FOS
TUBA1C,FOS
TUBB2C,FOS
TXNRD1,FOS
TYK2,FOS
UBC,FOS
UBE2C,FOS
UGP2,FOS
UNC45B,FOS
UNG,FOS
UNK,FOS
UPP1,FOS
USP53,FOS
UVRAG,FOS
VGLL4,FOS
VIM,FOS
WASF2,FOS
WBP1,FOS
WDR45,FOS
WEE1,FOS
XAB2,FOS
XRCC3,FOS
YBX1,FOS
YIF1A,FOS
YPEL1,FOS
ZBTB20,FOS
ZBTB3,FOS
ZFYVE21,FOS
ZMYM2,FOS
ZMYM5,FOS
ZNF138,FOS
ZNF143,FOS
ZNF436,FOS
ZNF438,FOS
ZNF555,FOS
ZNF564,FOS
ZNF574,FOS
ZNF595,FOS
ZNF687,FOS
ZNF689,FOS
ZNF691,FOS
ZNF718,FOS
ZNF76,FOS
ZNF77,FOS
ZNF774,FOS
ZNF775,FOS
ZNF8,FOS
ZSWIM1,FOS
ZSWIM3,FOS
ZSWIM4,FOS
ZSWIM6,FOS
DNAJB4,FOSB
CLU,FOSL1
GCLC,FOSL1
IVL,FOSL1
PLAUR,FOSL1
BRCA1,FOSL2
CLU,FOSL2
IVL,FOSL2
MYB,FOSL2
PLAUR,FOSL2
UGT2B15,FOSL2
ABCC5,FOXA1
ABHD4,FOXA1
ABLIM3,FOXA1
ACSS2,FOXA1
ADAMTS3,FOXA1
ADIPOQ,FOXA1
AFAP1L2,FOXA1
AFP,FOXA1
AGPS,FOXA1
AGR2,FOXA1
AHNAK,FOXA1
AIG1,FOXA1
AKAP1,FOXA1
AKNA,FOXA1
ALB,FOXA1
AMBP,FOXA1
AMZ1,FOXA1
ANK3,FOXA1
ANKH,FOXA1
ANKRD1,FOXA1
ANKRD16,FOXA1
ANKRD22,FOXA1
AP1B1,FOXA1
APOB,FOXA1
ARHGEF3,FOXA1
ARSB,FOXA1
ASB13,FOXA1
ATAD2,FOXA1
ATG12,FOXA1
ATP2B1,FOXA1
ATP9A,FOXA1
BACE1,FOXA1
BASP1,FOXA1
BCAS1,FOXA1
BCL2,FOXA1
BCL2L1,FOXA1
BCL6,FOXA1
BCL9,FOXA1
BIK,FOXA1
BMP7,FOXA1
BPIL1,FOXA1
BRCA1,FOXA1
BTD,FOXA1
BTG1,FOXA1
C10ORF11,FOXA1
C14ORF126,FOXA1
C14ORF4,FOXA1
C14ORF43,FOXA1
C15ORF26,FOXA1
C16ORF70,FOXA1
C17ORF87,FOXA1
C18ORF1,FOXA1
C19ORF21,FOXA1
C1ORF201,FOXA1
C2ORF55,FOXA1
C3ORF59,FOXA1
C5ORF56,FOXA1
C8B,FOXA1
C9ORF57,FOXA1
CALD1,FOXA1
CAMLG,FOXA1
CBFA2T2,FOXA1
CCDC6,FOXA1
CCDC83,FOXA1
CCNG2,FOXA1
CD302,FOXA1
CD55,FOXA1
CDH1,FOXA1
CDH26,FOXA1
CDK12,FOXA1
CDK3,FOXA1
CFLAR,FOXA1
CHAF1B,FOXA1
CITED2,FOXA1
CMBL,FOXA1
CMTM7,FOXA1
CNOT8,FOXA1
COBL,FOXA1
COBLL1,FOXA1
CP,FOXA1
CPOX,FOXA1
CREB3L4,FOXA1
CRIM1,FOXA1
CRY1,FOXA1
CTGF,FOXA1
CTNND2,FOXA1
CTSF,FOXA1
CUEDC1,FOXA1
CYP24A1,FOXA1
CYP3A4,FOXA1
CYP3A43,FOXA1
CYP7A1,FOXA1
DBC1,FOXA1
DCAF11,FOXA1
DEPDC1B,FOXA1
DHCR24,FOXA1
DHRS3,FOXA1
DHX8,FOXA1
DNAJB3,FOXA1
DNAJC6,FOXA1
DOPEY2,FOXA1
DPAGT1,FOXA1
DPY19L3,FOXA1
DSP,FOXA1
DUSP10,FOXA1
DUSP11,FOXA1
DUSP4,FOXA1
DUSP5,FOXA1
DUSP6,FOXA1
DUT,FOXA1
DYNC1H1,FOXA1
EAPP,FOXA1
EDN1,FOXA1
EFNA1,FOXA1
EGLN3,FOXA1
EIF2AK1,FOXA1
EIF2B5,FOXA1
ELF3,FOXA1
ELK3,FOXA1
ELOF1,FOXA1
ENPP5,FOXA1
EPB41L2,FOXA1
EPB41L5,FOXA1
EPHB3,FOXA1
EPS15L1,FOXA1
EPS8,FOXA1
ERBB2,FOXA1
ERMP1,FOXA1
ESRP1,FOXA1
ESYT2,FOXA1
ETV4,FOXA1
EXOSC2,FOXA1
FAM110B,FOXA1
FAM131C,FOXA1
FAM154B,FOXA1
FAM43A,FOXA1
FANK1,FOXA1
FBXL18,FOXA1
FBXO33,FOXA1
FBXW11,FOXA1
FCHO2,FOXA1
FGG,FOXA1
FGL1,FOXA1
FLJ42393,FOXA1
FMN1,FOXA1
FOS,FOXA1
FOXA1,FOXA1
FOXA2,FOXA1
FOXJ3,FOXA1
FOXP1,FOXA1
FOXQ1,FOXA1
FRAT1,FOXA1
FRAT2,FOXA1
FTO,FOXA1
FUT8,FOXA1
FXYD6,FOXA1
GALNT12,FOXA1
GBE1,FOXA1
GLG1,FOXA1
GNB1,FOXA1
GNPTAB,FOXA1
GNS,FOXA1
GOLPH3L,FOXA1
GPD1L,FOXA1
GPR126,FOXA1
GPRC5C,FOXA1
GRB7,FOXA1
GREB1,FOXA1
GRHL2,FOXA1
GRHL3,FOXA1
GSTP1,FOXA1
H3F3B,FOXA1
HACL1,FOXA1
HBP1,FOXA1
HDAC1,FOXA1
HEATR5A,FOXA1
HEBP2,FOXA1
HELZ,FOXA1
HERPUD1,FOXA1
HES1,FOXA1
HIBADH,FOXA1
HIST1H1A,FOXA1
HIST1H2AB,FOXA1
HIST1H2AC,FOXA1
HIST1H2BD,FOXA1
HIST1H4H,FOXA1
HIST2H2BE,FOXA1
HMCN1,FOXA1
HNF1A,FOXA1
HSPA1A,FOXA1
HSPB8,FOXA1
HSPG2,FOXA1
HTATSF1,FOXA1
ID1,FOXA1
IFI27,FOXA1
IFT20,FOXA1
IGFBP1,FOXA1
IGFBP3,FOXA1
IL1R1,FOXA1
IMPA1,FOXA1
INSIG1,FOXA1
INSIG2,FOXA1
INTS1,FOXA1
IQCH,FOXA1
IQGAP1,FOXA1
IRF2BP2,FOXA1
IRS1,FOXA1
IRX5,FOXA1
ISX,FOXA1
ITGB6,FOXA1
JPH1,FOXA1
KCNH2,FOXA1
KCNJ3,FOXA1
KCNK1,FOXA1
KCTD21,FOXA1
KCTD3,FOXA1
KDM5B,FOXA1
KIAA0319L,FOXA1
KIAA0494,FOXA1
KIAA0922,FOXA1
KIAA1279,FOXA1
KIAA1370,FOXA1
KIAA1984,FOXA1
KLF6,FOXA1
KLHDC2,FOXA1
KLHL18,FOXA1
KRT1,FOXA1
KRT18,FOXA1
KRT19,FOXA1
KRTAP3-1,FOXA1
LAMC1,FOXA1
LGALS8,FOXA1
LHFPL2,FOXA1
LHX2,FOXA1
LIN52,FOXA1
LNPEP,FOXA1
LNX1,FOXA1
LOC145837,FOXA1
LOC440925,FOXA1
LRP10,FOXA1
LRRC31,FOXA1
LRRC69,FOXA1
LRSAM1,FOXA1
LSR,FOXA1
LYN,FOXA1
MACROD1,FOXA1
MAL2,FOXA1
MALAT1,FOXA1
MAML3,FOXA1
MANBA,FOXA1
MAP2,FOXA1
MAP3K13,FOXA1
MAP3K9,FOXA1
MARCKS,FOXA1
MATN2,FOXA1
MBL2,FOXA1
MBOAT1,FOXA1
MC3R,FOXA1
MCM7,FOXA1
MDM2,FOXA1
MED13L,FOXA1
MFHAS1,FOXA1
MPP5,FOXA1
MRPS23,FOXA1
MS4A7,FOXA1
MSH2,FOXA1
MSH5,FOXA1
MTUS1,FOXA1
MYADM,FOXA1
MYB,FOXA1
MYH10,FOXA1
MYO18A,FOXA1
NAALADL2,FOXA1
NAB2,FOXA1
NADSYN1,FOXA1
NAIF1,FOXA1
NBR1,FOXA1
NCOA2,FOXA1
NCOA3,FOXA1
NCRNA00111,FOXA1
NEDD9,FOXA1
NFE2L2,FOXA1
NKX2-1,FOXA1
NRARP,FOXA1
NUDT3,FOXA1
NUP210L,FOXA1
NXPH2,FOXA1
OAT,FOXA1
ORC3,FOXA1
OSGIN1,FOXA1
OSR2,FOXA1
PALLD,FOXA1
PBX1,FOXA1
PCBP1,FOXA1
PCMTD1,FOXA1
PCNAP1,FOXA1
PCNP,FOXA1
PCOLCE2,FOXA1
PCSK2,FOXA1
PGM2,FOXA1
PHC2,FOXA1
PHLDB2,FOXA1
PICALM,FOXA1
PIGP,FOXA1
PIK3CA,FOXA1
PIM1,FOXA1
PITX3,FOXA1
PKDCC,FOXA1
PKP1,FOXA1
PKP4,FOXA1
PLAC8,FOXA1
PLEC,FOXA1
PLEKHA5,FOXA1
PLEKHH2,FOXA1
PLK1S1,FOXA1
PLOD2,FOXA1
PNPLA7,FOXA1
PPAP2B,FOXA1
PPARG,FOXA1
PPP1R15A,FOXA1
PPP1R15B,FOXA1
PPP1R2,FOXA1
PPP2R5C,FOXA1
PRKCI,FOXA1
PRLR,FOXA1
PRM1,FOXA1
PRPS1,FOXA1
PRR15L,FOXA1
PRSS23,FOXA1
PSCA,FOXA1
PSMD1,FOXA1
PTP4A3,FOXA1
PTPN4,FOXA1
RAB11FIP4,FOXA1
RAB4A,FOXA1
RAD21,FOXA1
RALBP1,FOXA1
RALY,FOXA1
RANBP2,FOXA1
RAPGEF1,FOXA1
RAPGEF3,FOXA1
RAPGEF5,FOXA1
RASA4,FOXA1
RASAL3,FOXA1
RASSF3,FOXA1
RCAN3,FOXA1
RCL1,FOXA1
REPS1,FOXA1
RERG,FOXA1
RET,FOXA1
REXO2,FOXA1
RFESD,FOXA1
RGNEF,FOXA1
RHOD,FOXA1
RIF1,FOXA1
RIN2,FOXA1
RNASE4,FOXA1
RND3,FOXA1
RNF19A,FOXA1
RNF43,FOXA1
ROBO1,FOXA1
ROD1,FOXA1
RPH3AL,FOXA1
RPL13A,FOXA1
RRBP1,FOXA1
RSBN1,FOXA1
S100A10,FOXA1
S100A13,FOXA1
S100P,FOXA1
SAMSN1,FOXA1
SAP130,FOXA1
SASH1,FOXA1
SATB1,FOXA1
SBDS,FOXA1
SCCPDH,FOXA1
SCRN1,FOXA1
SELENBP1,FOXA1
SELL,FOXA1
SEMA3C,FOXA1
SEPHS2,FOXA1
SEPP1,FOXA1
SERINC3,FOXA1
SERPINE1,FOXA1
SERPINE2,FOXA1
SESTD1,FOXA1
SFTPB,FOXA1
SFXN2,FOXA1
SGK3,FOXA1
SGPL1,FOXA1
SH2B3,FOXA1
SH3BGR,FOXA1
SH3RF1,FOXA1
SHROOM2,FOXA1
SIAH2,FOXA1
SLC11A2,FOXA1
SLC13A3,FOXA1
SLC17A2,FOXA1
SLC17A5,FOXA1
SLC39A10,FOXA1
SLC43A3,FOXA1
SLC45A4,FOXA1
SLC4A1,FOXA1
SLC9A2,FOXA1
SLCO5A1,FOXA1
SMAD7,FOXA1
SMARCA1,FOXA1
SMS,FOXA1
SMYD3,FOXA1
SNTB1,FOXA1
SOCS2,FOXA1
SORBS2,FOXA1
SORBS3,FOXA1
SORT1,FOXA1
SPAG1,FOXA1
SPATA2,FOXA1
SPDEF,FOXA1
SPP2,FOXA1
SPPL2A,FOXA1
SRI,FOXA1
SRP54,FOXA1
SRPK2,FOXA1
SSBP3,FOXA1
SSFA2,FOXA1
ST6GALNAC1,FOXA1
STAR,FOXA1
STARD10,FOXA1
STAT1,FOXA1
STC2,FOXA1
STX16,FOXA1
STXBP5,FOXA1
SUMF1,FOXA1
SUN5,FOXA1
SYNJ2,FOXA1
TANK,FOXA1
TARBP1,FOXA1
TBL1X,FOXA1
TBX3,FOXA1
TCF7L2,FOXA1
TDP1,FOXA1
TF,FOXA1
TFF1,FOXA1
TFF3,FOXA1
TGIF1,FOXA1
TH,FOXA1
THSD1,FOXA1
THYN1,FOXA1
TIMM13,FOXA1
TLE1,FOXA1
TM4SF1,FOXA1
TMEM123,FOXA1
TMEM140,FOXA1
TMEM167B,FOXA1
TMEM2,FOXA1
TMEM205,FOXA1
TMEM212,FOXA1
TMEM45B,FOXA1
TMEM48,FOXA1
TMPRSS3,FOXA1
TMTC2,FOXA1
TNK2,FOXA1
TOP2B,FOXA1
TP53BP2,FOXA1
TP53INP1,FOXA1
TP53INP2,FOXA1
TPD52L1,FOXA1
TPRG1L,FOXA1
TRIB1,FOXA1
TRIM25,FOXA1
TRMT61A,FOXA1
TSPAN8,FOXA1
TTC7B,FOXA1
TTLL11,FOXA1
TXNIP,FOXA1
TXNRD1,FOXA1
UGCG,FOXA1
UGT2B10,FOXA1
UGT2B15,FOXA1
UGT2B17,FOXA1
UGT2B4,FOXA1
UGT2B7,FOXA1
USP25,FOXA1
USP3,FOXA1
USP32,FOXA1
VAT1L,FOXA1
VAV2,FOXA1
VEGFC,FOXA1
VGLL4,FOXA1
VNN3,FOXA1
VPS37C,FOXA1
VPS54,FOXA1
WDR48,FOXA1
WDR74,FOXA1
WDR81,FOXA1
WEE1,FOXA1
WRN,FOXA1
WSB2,FOXA1
XRCC2,FOXA1
YES1,FOXA1
YIPF4,FOXA1
YWHAZ,FOXA1
ZC3HAV1,FOXA1
ZFHX3,FOXA1
ZFP36L2,FOXA1
ZKSCAN1,FOXA1
ZMYND8,FOXA1
ZNF182,FOXA1
ZNF239,FOXA1
ZNRF3,FOXA1
A2M,FOXA2
ABCB1,FOXA2
ACP1,FOXA2
ACSL5,FOXA2
AFP,FOXA2
AGPS,FOXA2
AHCY,FOXA2
AHSG,FOXA2
AIG1,FOXA2
AKAP1,FOXA2
AMBP,FOXA2
ANAPC1,FOXA2
ANG,FOXA2
ANKRD1,FOXA2
AP4S1,FOXA2
APOA1,FOXA2
APOA2,FOXA2
APOB,FOXA2
APOH,FOXA2
ARIH1,FOXA2
ARSB,FOXA2
ASAH2,FOXA2
ATAD2,FOXA2
ATF6,FOXA2
ATP2B1,FOXA2
AXIN2,FOXA2
B3GALT1,FOXA2
BAHCC1,FOXA2
BCAS1,FOXA2
BCL2L1,FOXA2
BCL6,FOXA2
BDH1,FOXA2
BIRC6,FOXA2
BPIL1,FOXA2
BRCA1,FOXA2
C10ORF11,FOXA2
C14ORF126,FOXA2
C14ORF4,FOXA2
C16ORF70,FOXA2
C16ORF75,FOXA2
C17ORF87,FOXA2
C1ORF64,FOXA2
C2,FOXA2
C20ORF112,FOXA2
C4BPB,FOXA2
C8B,FOXA2
CALD1,FOXA2
CBFA2T2,FOXA2
CCL16,FOXA2
CCL20,FOXA2
CD302,FOXA2
CDH1,FOXA2
CDH23,FOXA2
CDKN1A,FOXA2
CDS2,FOXA2
CFLAR,FOXA2
CITED2,FOXA2
CLASP1,FOXA2
COG1,FOXA2
COL18A1,FOXA2
CP,FOXA2
CPSF4L,FOXA2
CTGF,FOXA2
CTSH,FOXA2
CXADR,FOXA2
CYP3A43,FOXA2
DHCR24,FOXA2
DHRS2,FOXA2
DHRS3,FOXA2
DSP,FOXA2
DUSP6,FOXA2
EAPP,FOXA2
ECT2,FOXA2
EFNA1,FOXA2
EFTUD1,FOXA2
EGLN1,FOXA2
ELL2,FOXA2
ELOF1,FOXA2
EPB41L2,FOXA2
ERBB2,FOXA2
ERBB3,FOXA2
ETV4,FOXA2
EYA2,FOXA2
F2,FOXA2
FABP1,FOXA2
FAM176A,FOXA2
FAM50B,FOXA2
FBXL18,FOXA2
FBXO31,FOXA2
FCHO2,FOXA2
FDFT1,FOXA2
FGA,FOXA2
FGB,FOXA2
FGFR2,FOXA2
FGG,FOXA2
FGL1,FOXA2
FNDC3B,FOXA2
FOXA1,FOXA2
FOXA2,FOXA2
FOXP2,FOXA2
FRAT1,FOXA2
FST,FOXA2
FUT8,FOXA2
GDF15,FOXA2
GOLM1,FOXA2
GPR126,FOXA2
GRAMD1A,FOXA2
GREB1,FOXA2
GSTO1,FOXA2
HDAC1,FOXA2
HIST1H2BD,FOXA2
HIST1H3F,FOXA2
HIST1H4H,FOXA2
HIST2H2BF,FOXA2
HMGN4,FOXA2
HNF1A,FOXA2
HNF4A,FOXA2
HNMT,FOXA2
HPX,FOXA2
HTATSF1,FOXA2
ICAM4,FOXA2
ID1,FOXA2
IFT172,FOXA2
IGFBP1,FOXA2
IL1R1,FOXA2
INHA,FOXA2
INSIG2,FOXA2
IRF2BP2,FOXA2
IRS1,FOXA2
ITIH2,FOXA2
JUB,FOXA2
KRT39,FOXA2
LEPR,FOXA2
LGALS8,FOXA2
LGR5,FOXA2
LRP10,FOXA2
LRPPRC,FOXA2
MAN1A1,FOXA2
MBL2,FOXA2
MCHR1,FOXA2
MSH2,FOXA2
MSH5,FOXA2
MSMB,FOXA2
MTUS1,FOXA2
MVK,FOXA2
MYADM,FOXA2
MYH7B,FOXA2
NAGLU,FOXA2
NBR1,FOXA2
NCAPD2,FOXA2
NCOA4,FOXA2
NEK10,FOXA2
NFE2L2,FOXA2
NGEF,FOXA2
NR0B2,FOXA2
NR1D1,FOXA2
NXPH2,FOXA2
OBSL1,FOXA2
OLA1,FOXA2
OSBPL10,FOXA2
OSBPL6,FOXA2
PAH,FOXA2
PCBP1,FOXA2
PCK1,FOXA2
PGC,FOXA2
PIM1,FOXA2
PLA2G2A,FOXA2
PLD1,FOXA2
PLEKHH2,FOXA2
PLEKHM3,FOXA2
PLXNB1,FOXA2
PRM3,FOXA2
PROC,FOXA2
PSMD1,FOXA2
PSME1,FOXA2
PTK2B,FOXA2
PTPN4,FOXA2
RBM39,FOXA2
RGNEF,FOXA2
RHOH,FOXA2
RIF1,FOXA2
ROCK2,FOXA2
RPL13A,FOXA2
RRBP1,FOXA2
S100P,FOXA2
SDC4,FOXA2
SEBOX,FOXA2
SEMA4G,FOXA2
SEPHS2,FOXA2
SEPP1,FOXA2
SERPINA1,FOXA2
SERPINA11,FOXA2
SERPINA6,FOXA2
SERPINA9,FOXA2
SERPINF2,FOXA2
SH3YL1,FOXA2
SLC13A3,FOXA2
SLC17A2,FOXA2
SLC45A4,FOXA2
SMAP2,FOXA2
SMARCA1,FOXA2
SMYD3,FOXA2
SNTB1,FOXA2
SOCS2,FOXA2
SORBS2,FOXA2
SORBS3,FOXA2
SOX12,FOXA2
SP5,FOXA2
SPATA2,FOXA2
SPINK1,FOXA2
SPIRE2,FOXA2
SPRED2,FOXA2
SSFA2,FOXA2
ST6GALNAC1,FOXA2
STOM,FOXA2
STRN3,FOXA2
SYDE2,FOXA2
SYN3,FOXA2
SYNJ2,FOXA2
TBC1D8,FOXA2
TBX4,FOXA2
TF,FOXA2
TGFBR2,FOXA2
TGIF1,FOXA2
TLE1,FOXA2
TM4SF1,FOXA2
TMC7,FOXA2
TMEM123,FOXA2
TP53INP2,FOXA2
TRIB1,FOXA2
TRIM44,FOXA2
TSPAN8,FOXA2
UBAC1,FOXA2
UGT2B10,FOXA2
UGT2B11,FOXA2
VAT1L,FOXA2
VNN3,FOXA2
VPS13A,FOXA2
YIPF4,FOXA2
ZFAND2A,FOXA2
ZMYND8,FOXA2
ZNF182,FOXA2
ZNF217,FOXA2
ZNF532,FOXA2
ZNRF1,FOXA2
ECT2,FOXD1
GH2,FOXF1
ASPM,FOXM1
AURKA,FOXM1
AURKB,FOXM1
C5ORF41,FOXM1
CCNA2,FOXM1
CCNB1,FOXM1
CCNB2,FOXM1
CCNF,FOXM1
CDC20,FOXM1
CDC25A,FOXM1
CDC25B,FOXM1
CDC25C,FOXM1
CDCA3,FOXM1
CDCA8,FOXM1
CDKN3,FOXM1
CENPA,FOXM1
CENPF,FOXM1
CENPL,FOXM1
CEP55,FOXM1
CFLAR,FOXM1
CKAP2L,FOXM1
CKS1B,FOXM1
DEPDC1,FOXM1
DTL,FOXM1
DTYMK,FOXM1
DYNLL1,FOXM1
ESPL1,FOXM1
FAM64A,FOXM1
FAM83D,FOXM1
FBXO5,FOXM1
GARS,FOXM1
GTSE1,FOXM1
H2AFX,FOXM1
HJURP,FOXM1
HMMR,FOXM1
HN1,FOXM1
IQGAP3,FOXM1
ITPR1,FOXM1
KIF14,FOXM1
KIF20A,FOXM1
KIF23,FOXM1
KIF2C,FOXM1
KIF4A,FOXM1
KIFC1,FOXM1
KPNA2,FOXM1
KPNB1,FOXM1
LMNB2,FOXM1
MCF2L,FOXM1
MKI67,FOXM1
MSI2,FOXM1
MYC,FOXM1
NCAPD2,FOXM1
NEK2,FOXM1
NR3C1,FOXM1
NUSAP1,FOXM1
PHF19,FOXM1
PIF1,FOXM1
PLK1,FOXM1
PLK4,FOXM1
POLG,FOXM1
PRC1,FOXM1
PSRC1,FOXM1
PTTG1,FOXM1
REEP4,FOXM1
RRM2,FOXM1
SF3B3,FOXM1
SPAG5,FOXM1
TGIF2,FOXM1
TMEM48,FOXM1
TMPO,FOXM1
TPX2,FOXM1
TROAP,FOXM1
TTK,FOXM1
UBE2C,FOXM1
UBE2T,FOXM1
ZFHX3,FOXM1
IGFBP1,FOXO1
PRL,FOXO1
ANXA11,FOXO3
AR,FOXO3
ARF6,FOXO3
ARFIP2,FOXO3
ARGLU1,FOXO3
ATP6V0D2,FOXO3
